Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Honduras,HND,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.522,53.14,53.778,54.439,55.124,55.834,56.567,57.317,58.08,58.851,59.632,60.427,61.236,62.05,62.859,63.643,64.382,65.062,65.679,66.229,66.723,67.175,67.605,68.028,68.45,68.871,69.284,69.676,70.041,70.378,70.689,70.976,71.249,71.511,71.77,72.026,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,75.27
Heavily indebted poor countries (HIPC),HPC,39.77965707,40.2214023,40.6523158,41.0710324,41.4781836,41.87598999,42.26877567,42.66053712,43.05454868,43.45174678,43.85300943,44.25842597,44.66456609,45.06776336,45.46575644,45.85421773,46.22904975,46.58948201,46.93633055,47.27141475,47.59881904,47.92442601,48.25027717,48.57393366,48.88997049,49.18322501,49.43485582,49.63176685,49.77107121,49.86464075,49.93684831,50.01768733,50.13036459,50.28053801,50.45924323,50.66226985,50.89472214,51.16403683,51.47749269,51.84219216,52.26410061,52.74934234,53.29664728,53.90032259,54.5520779,55.24228463,55.96161697,56.69696411,57.43356861,58.15822389,58.85894745,59.52887102,60.16656535,60.77033533,61.33431413,61.85295289,62.32328464,62.74867177,63.13499116,63.48645533
Croatia,HRV,64.60865854,65.0155122,65.4082439,65.78787805,66.15443902,66.51204878,66.86278049,67.20873171,67.54892683,67.88136585,68.2004878,68.50163415,68.77873171,69.0292439,69.25270732,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927,78.07073171,78.42439024
Haiti,HTI,41.762,42.182,42.591,43,43.414,43.837,44.267,44.7,45.134,45.573,46.027,46.508,47.019,47.559,48.119,48.683,49.232,49.746,50.215,50.635,51.009,51.347,51.668,51.987,52.309,52.637,52.97,53.302,53.628,53.949,54.265,54.58,54.894,55.209,55.523,55.829,56.121,56.393,56.648,56.891,57.131,57.382,57.655,57.959,58.292,58.652,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,64.001
Hungary,HUN,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.02195122
IBRD only,IBD,48.67617738,49.19620642,49.79469375,50.53221847,51.39514382,52.36459459,53.37470328,54.36898116,55.32969002,56.18374736,56.97620193,57.6760371,58.3212893,58.93404097,59.52944586,60.05280941,60.57554864,61.05872235,61.51072437,61.91521548,62.29169015,62.66839505,63.02718998,63.34288472,63.63221838,63.96461175,64.33965514,64.6390561,64.92530373,65.18221326,65.42952454,65.67127347,65.85186778,66.02417203,66.26822633,66.53929779,66.87267364,67.21095735,67.52043891,67.77013644,68.0527888,68.34252296,68.62362292,68.90495026,69.20972948,69.49572996,69.83300911,70.16358311,70.48336334,70.83250708,71.16152936,71.51006302,71.82971791,72.14627288,72.43254937,72.7021799,72.96140174,73.2074138,73.41190445,73.61359351
IDA & IBRD total,IBT,47.53034419,48.04028607,48.62026272,49.31943926,50.11973045,51.00421387,51.91719624,52.80880542,53.66552311,54.42847811,55.13714394,55.76891467,56.35657077,56.92046084,57.47354247,57.97054826,58.47104915,58.94101001,59.38568198,59.78967664,60.16702183,60.54319346,60.8999708,61.21707231,61.50750522,61.82669256,62.17268725,62.44921831,62.70609272,62.93381536,63.1470105,63.35747858,63.51047003,63.66231254,63.87435024,64.11160499,64.40281071,64.70529861,64.98044628,65.21838738,65.49049277,65.77256925,66.0563442,66.34999624,66.67060704,66.98413456,67.34306602,67.70019148,68.04947254,68.41905591,68.76812198,69.12765969,69.46122331,69.78768479,70.08553324,70.36397352,70.62711126,70.87314027,71.08065527,71.27948622
IDA total,IDA,41.74048385,42.27606129,42.80489969,43.32504593,43.83270171,44.31844716,44.77166069,45.18656084,45.56346111,45.90699489,46.22970304,46.54904546,46.8816022,47.23900768,47.62897502,48.05642672,48.52135254,49.01078863,49.50721572,49.9957163,50.46491285,50.9472526,51.37486679,51.7776031,52.15779231,52.50460335,52.80886634,53.07147645,53.28768205,53.48405519,53.65478641,53.8197348,53.99285715,54.17534202,54.37370193,54.59264156,54.83491708,55.09572513,55.3721091,55.68036017,56.01427659,56.38874243,56.80357121,57.2602471,57.75465066,58.27971638,58.82737849,59.38766879,59.94540415,60.48822214,61.00702034,61.50004542,61.96788628,62.41385382,62.83665693,63.23268056,63.59918453,63.93676168,64.24817977,64.53630894
IDA blend,IDB,43.25096152,43.90891557,44.5469386,45.16226649,45.75418076,46.32412532,46.87547943,47.41093214,47.93459365,48.44561524,48.94363305,49.42738885,49.89566738,50.3467082,50.78215771,51.20568926,51.6217214,52.03214692,52.43706181,52.83411948,53.21638728,53.5764864,53.91036981,54.19441461,54.43980766,54.63700348,54.78513767,54.894344,54.95959734,55.00013268,55.01988204,55.00931873,54.98689414,54.9456636,54.90935476,54.88442815,54.88165486,54.90899442,54.95880885,55.04928879,55.19353906,55.39921755,55.67027371,55.99178942,56.37096256,56.79777194,57.26156366,57.74881487,58.24290389,58.73064721,59.20835377,59.66462167,60.09325422,60.50417686,60.89369396,61.25627871,61.58796584,61.8891292,62.16186739,62.40899722
Indonesia,IDN,46.664,47.276,47.877,48.468,49.051,49.629,50.208,50.789,51.374,51.963,52.553,53.14,53.72,54.288,54.843,55.386,55.92,56.448,56.971,57.488,57.995,58.489,58.966,59.423,59.863,60.287,60.7,61.107,61.512,61.915,62.32,62.727,63.131,63.529,63.919,64.291,64.637,64.954,65.244,65.513,65.772,66.037,66.321,66.631,66.969,67.334,67.717,68.105,68.485,68.853,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,71.716
IDA only,IDX,41.03665865,41.51555748,41.9936539,42.46947735,42.93793286,43.38461469,43.79245182,44.15160129,44.46034235,44.72541567,44.96494175,45.20494892,45.47034963,45.77905489,46.14182263,46.56446556,47.04523826,47.56456472,48.09698518,48.62193282,49.12607927,49.66597084,50.13292902,50.58894673,51.03081465,51.4475448,51.82581688,52.16174241,52.45130353,52.72426962,52.96972745,53.22280033,53.4942192,53.78934224,54.10551634,54.44662332,54.81152281,55.1892793,55.57932575,55.99687799,56.42591493,56.88471824,57.37109348,57.89454677,58.44586124,59.01959152,59.60906289,60.20615863,60.79641651,61.36779782,61.90905118,62.42255008,62.91158488,63.37674492,63.81780447,64.23192906,64.61689789,64.97338955,65.30456203,65.61334387
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52926829,,,,,,,,77.96585366,,,,,,,,,,,,,,,,,
India,IND,41.422,42.027,42.637,43.252,43.873,44.5,45.136,45.779,46.428,47.081,47.737,48.398,49.061,49.722,50.374,51.012,51.63,52.222,52.786,53.319,53.814,54.268,54.686,55.074,55.441,55.801,56.169,56.553,56.963,57.4,57.865,58.353,58.851,59.349,59.84,60.32,60.783,61.233,61.669,62.093,62.505,62.907,63.304,63.699,64.095,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,69.656
Ireland,IRL,69.7965122,69.97826829,70.13407317,70.27292683,70.40129268,70.52314634,70.63843902,70.74514634,70.84429268,70.93787805,71.03143902,71.12853659,71.2322439,71.34556098,71.47202439,71.61660976,71.78278049,71.969,72.17373171,72.39346341,72.6232439,72.85609756,73.08807317,73.31368293,73.53146341,73.74236585,73.95141463,74.16253659,74.37770732,74.59590244,74.80909756,75.00526829,75.18095122,75.33612195,75.47680488,75.61756098,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.25609756,82.30243902
"Iran, Islamic Rep.",IRN,44.947,45.512,46.069,46.621,47.172,47.729,48.298,48.888,49.503,50.148,50.855,51.661,52.559,53.513,54.463,55.264,55.744,55.827,55.514,54.882,54.114,53.453,53.126,53.287,53.983,55.196,56.828,58.665,60.516,62.272,63.837,65.153,66.243,67.137,67.84,68.377,68.791,69.139,69.471,69.813,70.176,70.553,70.921,71.265,71.592,71.917,72.257,72.626,73.027,73.457,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,76.677
Iraq,IRQ,48.022,49.222,50.409,51.58,52.73,53.839,54.885,55.85,56.723,57.5,58.201,58.856,59.484,60.086,60.644,61.078,61.291,61.238,60.933,60.435,59.882,59.448,59.275,59.454,60.002,60.877,61.979,63.147,64.246,65.212,66.011,66.653,67.191,67.668,68.089,68.446,68.731,68.936,69.06,69.108,69.082,68.983,68.827,68.636,68.437,68.266,68.157,68.13,68.19,68.34,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,70.604
Iceland,ISL,73.42317073,73.50341463,73.72195122,73.04292683,73.54170732,73.86878049,73.3004878,73.78317073,74.00585366,73.77634146,73.93390244,73.5704878,74.45585366,74.45097561,74.51170732,75.57878049,76.97219512,76.37365854,76.64926829,76.77317073,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.86097561,82.56097561
Israel,ISR,,72.00658537,72.11219512,,,,72.28560976,71.5097561,71.05658537,70.9704878,71.21341463,71.71902439,71.07804878,71.69341463,71.66170732,72.04512195,72.95609756,72.95853659,73.20731707,73.50731707,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,82.80487805
Italy,ITA,69.12390244,69.7602439,69.1497561,69.24804878,70.31170732,70.17170732,70.92609756,70.95658537,70.78,70.81195122,71.55878049,71.80682927,72.07536585,72.02634146,72.73439024,72.64731707,72.99195122,73.36463415,73.69317073,74.00268293,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.19756098
Jamaica,JAM,64.77,65.133,65.465,65.784,66.1,66.42,66.74,67.051,67.349,67.636,67.917,68.2,68.491,68.791,69.099,69.41,69.718,70.015,70.294,70.553,70.793,71.012,71.217,71.416,71.614,71.823,72.056,72.317,72.601,72.903,73.204,73.485,73.727,73.918,74.053,74.133,74.167,74.172,74.164,74.152,74.142,74.139,74.14,74.142,74.146,74.148,74.143,74.129,74.103,74.071,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,74.475
Jordan,JOR,52.651,53.438,54.22,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.595,72.763,72.931,73.099,73.266,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,74.526
Japan,JPN,67.66609756,68.31,68.59487805,69.65804878,70.13243902,70.20195122,70.98658537,71.27658537,71.61121951,71.83878049,71.9502439,72.88292683,73.50658537,73.75756098,74.39390244,75.05731707,75.45682927,75.89829268,76.03829268,76.33756098,76.09170732,76.41439024,76.92292683,76.96146341,77.36536585,77.6504878,78.06463415,78.48365854,78.39926829,78.81804878,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146
Kazakhstan,KAZ,58.36758537,58.78158537,59.19956098,59.61953659,60.038,60.45195122,60.85541463,61.24339024,61.61287805,61.95987805,62.27939024,62.56690244,62.82592683,63.06092683,63.27992683,63.49187805,63.70926829,63.94009756,64.19190244,64.46673171,66.62439024,66.70609756,66.78780488,67.66219512,68.53658537,68.53658537,68.91341463,69.2902439,68.84878049,68.2902439,68.33658537,67.6,67.4,65.4,64.9,63.5,63.6,64,64.5,65.63,65.45,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18
Kenya,KEN,46.76,47.417,48.058,48.674,49.261,49.821,50.364,50.902,51.446,51.998,52.557,53.118,53.674,54.218,54.749,55.273,55.802,56.337,56.872,57.393,57.881,58.316,58.676,58.94,59.093,59.12,59.01,58.773,58.422,57.967,57.406,56.736,55.973,55.151,54.31,53.486,52.709,52.014,51.448,51.059,50.921,51.101,51.606,52.41,53.475,54.732,56.093,57.463,58.76,59.932,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,66.699
Kyrgyz Republic,KGZ,56.12807317,56.56412195,57.00265854,57.44319512,57.8822439,58.31526829,58.73829268,59.14631707,59.53585366,59.90387805,60.24490244,60.55441463,60.83541463,61.09290244,61.33290244,61.56485366,61.7972439,62.04007317,62.30090244,62.5857561,62.90378049,63.26363415,63.65887805,64.0775122,64.50492683,64.91895122,65.29378049,65.61119512,65.85858537,67.90731707,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.7902439,66.54390244,66.89268293,67.05121951,68.65609756,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,71.6
Cambodia,KHM,41.242,41.366,41.526,41.71,41.893,42.083,42.298,42.486,42.55,42.369,41.566,39.699,36.676,32.667,28.04,23.595,20.317,18.907,19.725,22.744,27.536,33.342,39.157,44.173,48.025,50.563,51.916,52.587,52.999,53.302,53.595,53.916,54.228,54.514,54.82,55.189,55.653,56.212,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.697,65.394,66.014,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289,69.57,69.823
Kiribati,KIR,47.061,47.557,48.071,48.601,49.145,49.697,50.25,50.796,51.327,51.837,52.323,52.782,53.218,53.633,54.027,54.399,54.748,55.074,55.382,55.679,55.971,56.266,56.569,56.886,57.221,57.579,57.962,58.366,58.783,59.209,59.636,60.053,60.455,60.837,61.198,61.539,61.866,62.188,62.509,62.829,63.144,63.446,63.731,63.995,64.242,64.478,64.712,64.953,65.208,65.48,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,68.369
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,63.95121951,,,,,65.95121951,,,,,67.95121951,,,,,70.03634146,,,,,71.33658537,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,55.41553659,56.01497561,56.51231707,56.97060976,57.44092683,57.96829268,58.57517073,59.24146341,59.94460976,60.67502439,62.16341463,62.61219512,63.0097561,63.40731707,63.80487805,64.15365854,64.50243902,64.9,65.19756098,65.54634146,66.04634146,66.54634146,67.09512195,67.54634146,68.19512195,68.79512195,69.44634146,69.99756098,70.54878049,71.04878049,71.59756098,72.04634146,72.49756098,72.99756098,73.39756098,73.7,74.15121951,74.60243902,75.00487805,75.4097561,75.9097561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.51707317,79.96829268,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927
Kuwait,KWT,59.343,60.099,60.841,61.565,62.265,62.934,63.566,64.158,64.713,65.231,65.715,66.169,66.602,67.02,67.426,67.824,68.217,68.602,68.977,69.342,69.693,70.028,70.344,70.64,70.914,71.167,71.398,71.61,71.805,71.985,72.15,72.3,72.435,72.556,72.666,72.764,72.852,72.931,73.004,73.074,73.142,73.21,73.28,73.355,73.439,73.538,73.66,73.807,73.976,74.162,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,75.489
Lao PDR,LAO,43.204,43.511,43.817,44.121,44.424,44.728,45.033,45.34,45.65,45.962,46.273,46.578,46.876,47.166,47.449,47.722,47.985,48.244,48.503,48.771,49.061,49.386,49.753,50.162,50.61,51.084,51.566,52.04,52.497,52.935,53.364,53.799,54.258,54.753,55.285,55.851,56.44,57.04,57.637,58.225,58.803,59.372,59.937,60.502,61.065,61.625,62.182,62.731,63.271,63.797,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,67.923
Lebanon,LBN,63.267,63.575,63.871,64.157,64.435,64.709,64.982,65.255,65.528,65.8,66.067,66.323,66.565,66.789,66.995,67.183,67.352,67.507,67.656,67.802,67.952,68.113,68.287,68.478,68.689,68.918,69.163,69.42,69.689,69.969,70.266,70.584,70.929,71.3,71.699,72.125,72.576,73.046,73.528,74.017,74.507,74.999,75.488,75.969,76.432,76.865,77.26,77.609,77.911,78.161,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,78.93
Liberia,LBR,34.264,34.56,34.911,35.322,35.796,36.324,36.895,37.491,38.099,38.714,39.338,39.98,40.65,41.346,42.061,42.786,43.514,44.226,44.902,45.52,46.053,46.474,46.776,46.962,47.038,47.004,46.862,46.645,46.399,46.174,46.046,46.097,46.357,46.832,47.506,48.314,49.163,49.963,50.657,51.234,51.734,52.236,52.826,53.554,54.422,55.393,56.4,57.365,58.229,58.971,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,64.104
Libya,LBY,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.77,60.6,61.393,62.15,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.03,67.405,67.775,68.141,68.503,68.85,69.175,69.469,69.732,69.965,70.169,70.352,70.522,70.684,70.852,71.038,71.244,71.466,71.693,71.902,72.063,72.155,72.174,72.129,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,72.913
St. Lucia,LCA,56.739,57.589,58.428,59.246,60.035,60.781,61.471,62.099,62.67,63.188,63.667,64.124,64.578,65.04,65.515,65.997,66.478,66.94,67.374,67.775,68.144,68.484,68.803,69.11,69.407,69.698,69.985,70.266,70.54,70.81,71.074,71.335,71.592,71.843,72.087,72.323,72.547,72.759,72.958,73.144,73.319,73.486,73.648,73.808,73.966,74.122,74.276,74.426,74.571,74.712,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,76.203
Latin America & Caribbean,LCN,56.07766645,56.54932327,57.00527528,57.44665667,57.87529204,58.29637409,58.71505938,59.13550366,59.56154769,59.99482876,60.4354476,60.88113985,61.32734064,61.76894794,62.20354992,62.63051114,63.04782438,63.45824462,63.86230017,64.26000232,64.65183763,65.03700893,65.41724792,65.78964569,66.15817772,66.52328917,66.88588475,67.24680017,67.60393914,67.96019484,68.31372589,68.66521467,69.01387331,69.35812021,69.6989352,70.03638967,70.37227939,70.70664293,71.0367773,71.36264785,71.68738957,71.99312403,72.28763379,72.56226154,72.8191972,73.06052666,73.28745866,73.50178524,73.70415657,73.9041865,74.09722025,74.28311752,74.46145444,74.63279792,74.7990465,74.96168764,75.12202318,75.28208661,75.4408494,75.60149504
Low income,LIC,39.50267925,39.94119401,40.37384536,40.81009608,41.25771583,41.72069531,42.19900216,42.68494518,43.1714236,43.65337464,44.12676535,44.58955759,45.04039174,45.47667706,45.89641373,46.29709192,46.6770108,47.03882413,47.38767992,47.72839211,48.06596588,48.40456597,48.74384572,49.07994289,49.40718893,49.71257935,49.98026336,50.19882198,50.36661447,50.49649768,50.61204789,50.741132,50.90299296,51.09766523,51.31130896,51.5415787,51.80153953,52.10649814,52.46657807,52.88651251,53.36597129,53.90217494,54.48660128,55.11056462,55.76631402,56.44310836,57.13229817,57.82180572,58.49541946,59.13783207,59.73973971,60.3002394,60.8265643,61.32460358,61.79459416,62.23539883,62.64587188,63.02811995,63.38749938,63.72774921
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,83.74634146,83.04146341,83.04146341
Sri Lanka,LKA,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.057,69.079,69.086,69.121,69.209,69.352,69.509,69.62,69.639,69.557,69.403,69.259,69.237,69.419,69.845,70.503,71.333,72.233,73.085,73.799,74.337,74.695,74.904,75.037,75.157,75.286,75.439,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,76.978
Lesotho,LSO,47.919,48.162,48.383,48.59,48.797,49.015,49.254,49.523,49.829,50.18,50.584,51.048,51.565,52.129,52.731,53.367,54.03,54.709,55.39,56.058,56.702,57.319,57.901,58.437,58.91,59.309,59.632,59.868,60,60.003,59.837,59.464,58.868,58.05,57.022,55.782,54.334,52.728,51.034,49.328,47.691,46.197,44.898,43.845,43.083,42.658,42.595,42.854,43.384,44.146,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,54.331
Lithuania,LTU,69.84731707,70.10268293,69.09536585,70.20439024,71.50902439,71.32512195,71.5202439,71.60390244,71.31365854,70.92853659,70.80439024,71.73536585,71.02463415,71.33219512,71.24414634,70.86731707,70.95804878,70.8095122,70.60463415,70.48219512,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,75.6804878,76.13414634
Luxembourg,LUX,68.44639024,68.73773171,68.99812195,69.22307317,69.41104878,69.56102439,69.67446341,69.76134146,69.83514634,69.90485366,69.98346341,70.08143902,70.20531707,70.35817073,70.54256098,70.75760976,70.9985122,71.25629268,71.52246341,71.79446341,72.07260976,72.35768293,72.65346341,72.95887805,73.27192683,73.5857561,73.89460976,74.1937561,74.48034146,74.75241463,75.01041463,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.29512195,82.44634146
Latvia,LVA,69.78682927,70.03243902,69.4304878,69.82902439,71.02804878,70.72658537,70.70731707,70.39390244,70.04292683,69.79682927,69.83536585,70.16463415,69.87878049,69.81341463,69.74097561,68.92536585,69.04780488,69.10463415,68.98780488,68.49560976,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.78292683,75.23902439
"Macao SAR, China",MAC,64.828,65.301,65.757,66.199,66.629,67.055,67.486,67.928,68.388,68.865,69.36,69.869,70.384,70.897,71.4,71.887,72.352,72.793,73.209,73.602,73.974,74.33,74.677,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,84.244
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,73.2195122,72.76829268,72.9195122,72.66829268,73.5195122,73.67073171,74.27073171,74.32195122,74.52195122,75.92439024,75.42439024,75.57317073,75.77317073,75.97317073,76.12439024,76.27317073,76.47317073,76.67317073,76.87317073,76.97317073,77.17317073,77.37317073,77.52195122,77.67317073,77.87317073,78.02195122,78.22195122,78.37317073,78.52195122,78.72195122,78.87317073,79.02195122,79.17317073,79.32195122,79.52195122,79.62195122,79.82195122,79.97317073
Morocco,MAR,48.458,48.88,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.94,53.305,53.676,54.066,54.492,54.976,55.525,56.142,56.823,57.56,58.339,59.139,59.936,60.717,61.469,62.188,62.877,63.535,64.157,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.769,70.399,71.067,71.746,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,76.68
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
